# {"t_start": 1564156370.28209, "env_id": null} 
r,l,t
10.0,1,25076.048783
10.0,1,25076.082939
10.0,1,25076.115864
10.0,1,25076.149814
10.0,1,25076.180336
10.0,1,25076.211374
10.0,1,25076.246973
10.0,1,25076.277994
10.0,1,25076.311258
10.0,1,25076.346042
10.0,1,25076.376915
10.0,1,25076.410622
10.0,1,25076.442643
10.0,1,25076.473611
10.0,1,25076.505608
10.0,1,25076.537735
10.0,1,25076.570159
10.0,1,25076.60099
10.0,1,25076.631056
9.956847,1,25076.663798
10.0,1,25076.694076
10.0,1,25076.725848
10.0,1,25076.76031
10.0,1,25076.78977
10.0,1,25076.819867
23.015797,7374,25225.424387
5.785869,16314,25555.332998
9.938616,1,25555.367344
10.0,1,25555.400589
10.022491,14,25555.672608
10.031548,1,25555.704316
10.0,1,25555.736142
10.0,1,25555.767695
10.0,1,25555.798288
10.0,1,25555.825313
10.0,1,25555.85656
10.0,1,25555.888352
10.0,1,25555.921924
10.0,1,25555.954087
10.0,1,25555.985649
10.0,1,25556.016438
10.0,1,25556.046485
10.0,1,25556.08098
10.0,1,25556.112127
10.0,1,25556.145518
10.0,1,25556.180981
10.0,1,25556.21455
6.349476,9367,25745.07918
0.498309,2831,25802.365052
7.242137,510,25812.861512
10.0,1,25812.894264
10.0,1,25812.928151
6.749914,6225,25937.234037
9.982186,1,25937.269163
10.0,1,25937.30159
12.75435,6251,26064.060269
